season,year,scheme,state,district,crop,insurance_comp,sum_insured,farmer_share,acturial_rate,cut_off_date,area,premium_paid_farmer,premium_paid_goi
Rabi,2017,Weather Based Crop Insurance Scheme,Uttarakhand,Dehradun,Litchi - Hills 5 To 10 Years,AGRICULTURE INSURANCE COMPANY,500,5,5,"12/30/2017, 1:30:00 PM",1,25,0
Rabi,2017,Weather Based Crop Insurance Scheme,Madhya Pradesh,Mandla,Mango,HDFC ERGO GENERAL INSURANCE CO. LTD.,68315,5,6,"1/15/2018, 1:29:59 PM",1,3415.75,683.15
Kharif,2017,Weather Based Crop Insurance Scheme,Chhattisgarh,Surguja,Papaya,Bajaj Allianz General Insurance Co. Ltd,60500,5,25,"7/30/2017, 2:30:00 PM",1,3025,12100
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Odisha,Bhadrak,Sugarcane - Noble Cane,ORIENTAL INSURANCE,161250,1,1,"12/31/2018, 1:29:59 PM",1,1612.5,0
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Andhra Pradesh,Visakhapatnam,Chillies,NATIONAL INSURANCE COMPANY LIMITED,93750,5,15.55,"12/31/2017, 1:29:59 PM",1,4687.5,9890.625000000002
Rabi,2017,Weather Based Crop Insurance Scheme,West Bengal,Paschim Medinipur,Tuberose,AGRICULTURE INSURANCE COMPANY,550000,5,38,"12/31/2017, 1:29:59 PM",1,27500,181500
Kharif,2017,Weather Based Crop Insurance Scheme,West Bengal,Dakshin Dinajpur,Cucumber,NATIONAL INSURANCE COMPANY LIMITED,67500,5,6,"7/30/2017, 2:30:00 PM",1,3375,675
Rabi,2018,Weather Based Crop Insurance Scheme,Madhya Pradesh,Sheopur,Brinjal,HDFC ERGO GENERAL INSURANCE CO. LTD.,82030,5,9.1,"1/15/2019, 1:29:59 PM",1,4101.5,3363.2299999999996
Rabi,2017,Weather Based Crop Insurance Scheme,Madhya Pradesh,Satna,Brinjal,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,82030,5,9.95,"1/15/2018, 1:29:59 PM",1,4101.5,4060.484999999999
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Odisha,Ganjam,Potato,AGRICULTURE INSURANCE COMPANY,130000,2.5,2.5,"12/31/2017, 1:29:59 PM",1,3250,0
Kharif,2019,Weather Based Crop Insurance Scheme,Maharashtra,Jalna,Acid Lime,HDFC ERGO GENERAL INSURANCE CO. LTD.,66000,5,15,"6/14/2019, 2:29:59 PM",1,3300,6600
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Maharashtra,Nandurbar,Cotton (Kapas),AGRICULTURE INSURANCE COMPANY,40000,5,15.5,"8/3/2017, 2:30:00 PM",1,2000,4200
Kharif,2018,Weather Based Crop Insurance Scheme,West Bengal,Dakshin Dinajpur,Tomato,UNITED INDIA INSURANCE CO.,90500,5,25.47,"7/31/2018, 2:29:59 PM",1,4525,18525.35
Rabi,2017,Weather Based Crop Insurance Scheme,Uttarakhand,Chamoli,Peach - 5 To 10 Years,AGRICULTURE INSURANCE COMPANY,500,5,15,"12/31/2017, 1:29:59 PM",1,25,50
Kharif,2017,Weather Based Crop Insurance Scheme,Madhya Pradesh,Neemuch,Chillies,HDFC ERGO GENERAL INSURANCE CO. LTD.,68185,5,6,"8/14/2017, 2:30:00 PM",1,3409.25,681.85
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Bihar,Vaishali,Paddy (Dhan),BHARTI AXA GENERAL INSURANCE COMPANY LTD.,68250,2,20,"7/30/2017, 2:30:00 PM",1,1365,12285
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Gujarat,Navsari,Paddy - RF (UnIR),RELIANCE GENERAL INSURANCE CO. LTD.,6000,2,5,"7/15/2019, 2:29:59 PM",1,120,180
Rabi,2018,Weather Based Crop Insurance Scheme,Maharashtra,Amravati,Orange,AGRICULTURE INSURANCE COMPANY,77000,5,18,"11/30/2018, 1:29:59 PM",1,3850,10010
Rabi,2018,Weather Based Crop Insurance Scheme,Madhya Pradesh,Datia,Cauliflower,HDFC ERGO GENERAL INSURANCE CO. LTD.,82030,5,10,"1/15/2019, 1:29:59 PM",1,4101.5,4101.5
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Rajasthan,Hanumangarh,Pearl Millet (Bajra),AGRICULTURE INSURANCE COMPANY,19850,2,30,"7/31/2019, 2:29:59 PM",1,397,5558
Rabi,2018,Weather Based Crop Insurance Scheme,West Bengal,Alipurduar,Banana,NATIONAL INSURANCE COMPANY LIMITED,197000,5,25,"12/31/2018, 1:29:59 PM",1,9850,39400
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Kerala,Kasaragod,Banana - Plaintain,AGRICULTURE INSURANCE COMPANY,300000,3,3,"3/15/2019, 2:29:59 PM",1,9000,0
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Maharashtra,Gadchiroli,Sorghum (Jowar/Great Millet) - RF,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,17500,1.5,10,"12/31/2018, 1:29:59 PM",1,262.5,1487.5
Rabi,2017,Weather Based Crop Insurance Scheme,Madhya Pradesh,Chhindwara,Coriander,HDFC ERGO GENERAL INSURANCE CO. LTD.,34125,5,10.12,"1/15/2018, 1:29:59 PM",1,1706.25,1747.1999999999998
Kharif,2018,Weather Based Crop Insurance Scheme,Chhattisgarh,Kondagaon,Chillies,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,50000,5,45,"7/31/2018, 2:29:59 PM",1,2500,20000
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Andhra Pradesh,Visakhapatnam,Pigeon Pea (Red Gram/Arhar/Tur),AGRICULTURE INSURANCE COMPANY,27500,2,5,"7/31/2018, 2:29:59 PM",1,550,825
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Maharashtra,Nashik,Maize (Makka),UNITED INDIA INSURANCE CO.,25000,2,4.22,"8/3/2017, 2:30:00 PM",1,500,554.9999999999999
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Andhra Pradesh,Visakhapatnam,Paddy (Dhan),NATIONAL INSURANCE COMPANY LIMITED,67500,1.5,8.69,"1/15/2018, 1:29:59 PM",1,1012.5,4853.249999999999
Kharif,2017,Weather Based Crop Insurance Scheme,Madhya Pradesh,Seoni,Onion,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,63200,5,11.95,"8/14/2017, 2:30:00 PM",1,3160,4392.4
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Odisha,Nayagarh,Paddy (Dhan),ROYAL SUNDARAM GENERAL INSURANCE CO. LIMITED,60000,2,16.63,"7/31/2019, 2:29:59 PM",1,1200,8777.999999999998
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Odisha,Nayagarh,Maize (Makka),ROYAL SUNDARAM GENERAL INSURANCE CO. LIMITED,45000,2,3.04,"7/31/2019, 2:29:59 PM",1,900,468
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Maharashtra,Aurangabad,Cotton (Kapas),AGRICULTURE INSURANCE COMPANY,40000,5,15.5,"8/3/2017, 2:30:00 PM",1,2000,4200
Rabi,2017,Weather Based Crop Insurance Scheme,Madhya Pradesh,Chhindwara,Onion,HDFC ERGO GENERAL INSURANCE CO. LTD.,63100,5,12.1,"1/15/2018, 1:29:59 PM",1,3155,4480.1
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,West Bengal,Alipurduar,Groundnut (Pea Nut) - Summer,RELIANCE GENERAL INSURANCE CO. LTD.,44250,0,10,"12/31/2017, 1:29:59 PM",1,0,4425
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Andhra Pradesh,Vizianagaram,Paddy (Dhan),AGRICULTURE INSURANCE COMPANY,72500,2,5.5,"8/21/2018, 2:29:59 PM",1,1450,2537.5
Rabi,2017,Weather Based Crop Insurance Scheme,Uttarakhand,Dehradun,Mango - 16 To 50 Years,AGRICULTURE INSURANCE COMPANY,1000,5,10,"12/31/2017, 1:29:59 PM",1,50,50
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Andhra Pradesh,Prakasam,Maize (Makka),SBI GENERAL INSURANCE,62500,2,7.4,"7/31/2019, 2:29:59 PM",1,1250,3375
Rabi,2017,Weather Based Crop Insurance Scheme,Madhya Pradesh,Khargone (West Nimar),Potato,HDFC ERGO GENERAL INSURANCE CO. LTD.,105000,5,5,"1/15/2018, 1:29:59 PM",1,5250,0
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Gujarat,Mahisagar,Cotton (Kapas) - IR,BHARTI AXA GENERAL INSURANCE COMPANY LTD.,90750,2,2,"7/15/2019, 2:29:59 PM",1,1815,0
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Telangana,Rajanna,Rice,TATA AIG GENERAL INSURANCE CO. LTD.,85000,2,4.5,"8/31/2018, 2:29:59 PM",1,1700,2125
Rabi,2018,Weather Based Crop Insurance Scheme,Madhya Pradesh,Khandwa (East Nimar),Potato,HDFC ERGO GENERAL INSURANCE CO. LTD.,63050,5,6,"1/15/2019, 1:29:59 PM",1,3152.5,630.5
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Odisha,Kendujhar,Groundnut (Pea Nut),AGRICULTURE INSURANCE COMPANY,58000,2,4,"7/30/2017, 2:30:00 PM",1,1160,1160
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,West Bengal,Jalpaiguri,Paddy - Boro,RELIANCE GENERAL INSURANCE CO. LTD.,77500,0,5,"12/31/2017, 1:29:59 PM",1,0,3875
Rabi,2018,Weather Based Crop Insurance Scheme,Madhya Pradesh,Satna,Tomato,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,82030,5,9.95,"1/15/2019, 1:29:59 PM",1,4101.5,4060.484999999999
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Bihar,Muzaffarpur,Sugarcane - Seasonal/suru/plant,BHARTI AXA GENERAL INSURANCE COMPANY LTD.,129635,1.5,1.5,"12/31/2017, 1:29:59 PM",1,1944.525,0
Rabi,2017,Weather Based Crop Insurance Scheme,West Bengal,Paschim Medinipur,Sponge Gourd,AGRICULTURE INSURANCE COMPANY,53000,5,25,"12/31/2017, 1:29:59 PM",1,2650,10600
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Gujarat,Banas Kantha,Pigeon Pea (Red Gram/Arhar/Tur),UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,35000,2,3.08,"7/31/2018, 2:29:59 PM",1,700,378
Rabi,2017,Weather Based Crop Insurance Scheme,Madhya Pradesh,Chhatarpur,Potato,Cholamandalam MS General Insurance company limited,105000,3.4,3.4,"1/15/2018, 1:29:59 PM",1,3570,0
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Odisha,Cuttack,Paddy (Dhan),CHOLAMANDALAM MS GENERAL INSURANCE COMPANY LIMITED,50000,1.5,3.71,"12/31/2018, 1:29:59 PM",1,750,1105
Kharif,2017,Weather Based Crop Insurance Scheme,Andhra Pradesh,Guntur,Red Chillies,HDFC ERGO GENERAL INSURANCE CO. LTD.,137500,5,11.3,"7/30/2017, 2:30:00 PM",1,6875,8662.500000000002
Rabi,2018,Weather Based Crop Insurance Scheme,Uttarakhand,Dehradun,Apple - 15 To 40 Years,AGRICULTURE INSURANCE COMPANY,2000,5,30,"12/31/2018, 1:29:59 PM",1,100,500
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Maharashtra,Aurangabad,Green Gram (Moong),AGRICULTURE INSURANCE COMPANY,19000,2,15,"7/31/2019, 2:29:59 PM",1,380,2470
Rabi,2018,Weather Based Crop Insurance Scheme,Madhya Pradesh,Sheopur,Potato,HDFC ERGO GENERAL INSURANCE CO. LTD.,63050,5,8,"1/15/2019, 1:29:59 PM",1,3152.5,1891.5
Kharif,2017,Weather Based Crop Insurance Scheme,West Bengal,Nadia,Ridge Gourd,NATIONAL INSURANCE COMPANY LIMITED,67600,5,6,"7/30/2017, 2:30:00 PM",1,3380,676
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Jhansi,Soybean (Bhat),NATIONAL INSURANCE COMPANY LIMITED,37410,2,4.5,"7/31/2019, 2:29:59 PM",1,748.2,935.25
Rabi,2017,Weather Based Crop Insurance Scheme,Madhya Pradesh,Katni,Mango,HDFC ERGO GENERAL INSURANCE CO. LTD.,68315,5,8.25,"1/15/2018, 1:29:59 PM",1,3415.75,2220.2375
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Maharashtra,Bid,Sorghum (Jowar/Great Millet),UNITED INDIA INSURANCE CO.,24000,2,17.78,"8/3/2017, 2:30:00 PM",1,480,3787.2
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Gujarat,Gir Somnath,Groundnut (Pea Nut),BHARTI AXA GENERAL INSURANCE COMPANY LTD.,71000,2,2,"7/15/2019, 2:29:59 PM",1,1420,0
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Mau,Paddy (Dhan),ORIENTAL INSURANCE,41273,2,5,"7/31/2019, 2:29:59 PM",1,825.46,1238.19
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Maharashtra,Bid,Green Gram (Moong),UNITED INDIA INSURANCE CO.,18000,2,28,"8/3/2017, 2:30:00 PM",1,360,4680
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Bihar,Muzaffarpur,Potato,BHARTI AXA GENERAL INSURANCE COMPANY LTD.,113890,1.5,1.5,"12/31/2017, 1:29:59 PM",1,1708.35,0
Kharif,2019,Weather Based Crop Insurance Scheme,Kerala,Thrissur,Arecanut,AGRICULTURE INSURANCE COMPANY,100000,5,15,"7/31/2019, 2:29:59 PM",1,5000,10000
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Bihar,Madhepura,Wheat,BHARTI AXA GENERAL INSURANCE COMPANY LTD.,46250,1.5,6,"12/31/2017, 1:29:59 PM",1,693.75,2081.25
Rabi,2018,Weather Based Crop Insurance Scheme,Madhya Pradesh,Umaria,Brinjal,HDFC ERGO GENERAL INSURANCE CO. LTD.,82030,5,7.25,"1/15/2019, 1:29:59 PM",1,4101.5,1845.675
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,West Bengal,Koch Bihar,Wheat,RELIANCE GENERAL INSURANCE CO. LTD.,64050,0,16,"12/31/2017, 1:29:59 PM",1,0,10248
Kharif,2017,Weather Based Crop Insurance Scheme,Madhya Pradesh,Raisen,Onion,Cholamandalam MS General Insurance company limited,63200,5,27.6,"8/14/2017, 2:30:00 PM",1,3160,14283.2
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Kanpur Nagar,Sesame (Gingelly/Til)/Sesamum,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,13260,2,19.56,"7/31/2019, 2:29:59 PM",1,265.2,2328.4559999999997
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Odisha,Bhadrak,Black Gram (Urad),ORIENTAL INSURANCE,33500,1,1,"12/31/2018, 1:29:59 PM",1,335,0
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Chhattisgarh,Mahasamund,Black Gram (Urad),IFFCO TOKIO GENERAL INSURANCE CO. LTD.,12000,2,5,"7/30/2017, 2:30:00 PM",1,240,360
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Ghazipur,Paddy (Dhan),TATA AIG GENERAL INSURANCE CO. LTD.,48598,2,12,"7/30/2017, 2:30:00 PM",1,971.96,4859.8
Rabi,2018,Weather Based Crop Insurance Scheme,Maharashtra,Latur,Pomegranate,NEW INDIA ASSURANCE COMPANY,121000,5,33,"10/31/2018, 2:29:59 PM",1,6050,33880
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Siddharthnagar,Paddy (Dhan),BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,54183,2,5.19,"7/31/2018, 2:29:59 PM",1,1083.66,1728.4377000000002
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Rajasthan,Bikaner,Isabgol,TATA AIG GENERAL INSURANCE CO. LTD.,33000,5,17.98,"12/31/2018, 1:29:59 PM",1,1650,4283.4
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Madhya Pradesh,Barwani,Cotton (Kapas),AGRICULTURE INSURANCE COMPANY,51000,4,4,"9/8/2018, 2:29:59 PM",1,2040,0
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Gujarat,Banas Kantha,Pearl Millet (Bajra),UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,18000,2,13,"7/17/2018, 2:29:59 PM",1,360,1980
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Jharkhand,Giridih,Wheat,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,54226,1.5,8,"12/31/2018, 1:29:59 PM",1,813.39,3524.69
Kharif,2018,Weather Based Crop Insurance Scheme,Maharashtra,Osmanabad,Pomegranate,SBI GENERAL INSURANCE,121000,5,46,"7/14/2018, 2:29:59 PM",1,6050,49610
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Uttarakhand,Tehri Garhwal,Fingermillet (Ragi/Mandika) - RF,ICICI LOMBARD GENERAL INSURANCE CO. LTD.,38030,1.92,1.92,"7/31/2018, 2:29:59 PM",1,730.1759999999999,0
Rabi,2018,Weather Based Crop Insurance Scheme,West Bengal,Maldah,Mango - 05 To 10 Years,NATIONAL INSURANCE COMPANY LIMITED,100000,5,25,"12/31/2018, 1:29:59 PM",1,5000,20000
Kharif,2018,Weather Based Crop Insurance Scheme,Kerala,Palakkad,Cardamom,AGRICULTURE INSURANCE COMPANY,45000,5,12,"8/16/2018, 2:29:59 PM",1,2250,3150
Kharif,2017,Weather Based Crop Insurance Scheme,Madhya Pradesh,Neemuch,Onion,HDFC ERGO GENERAL INSURANCE CO. LTD.,63200,5,6,"8/14/2017, 2:30:00 PM",1,3160,632
Rabi,2018,Weather Based Crop Insurance Scheme,West Bengal,Alipurduar,Sponge Gourd,NATIONAL INSURANCE COMPANY LIMITED,115500,5,25,"12/31/2018, 1:29:59 PM",1,5775,23100
Kharif,2017,Weather Based Crop Insurance Scheme,Chhattisgarh,Bijapur,Brinjal,Bajaj Allianz General Insurance Co. Ltd,72000,5,32,"7/30/2017, 2:30:00 PM",1,3600,19440
Kharif,2017,Weather Based Crop Insurance Scheme,West Bengal,Hugli,Bitter Gourd,NATIONAL INSURANCE COMPANY LIMITED,67500,5,6,"7/30/2017, 2:30:00 PM",1,3375,675
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Unnao,Bengal Gram (Chana),RELIANCE GENERAL INSURANCE CO. LTD.,36116,1.5,4.17,"12/31/2017, 1:29:59 PM",1,541.74,964.2972
Rabi,2018,Weather Based Crop Insurance Scheme,Madhya Pradesh,Khandwa (East Nimar),Brinjal,HDFC ERGO GENERAL INSURANCE CO. LTD.,82030,5,8,"1/15/2019, 1:29:59 PM",1,4101.5,2460.9
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Himachal Pradesh,Kangra,Barley (Jau),SBI GENERAL INSURANCE,25000,1.5,2.82,"12/31/2018, 1:29:59 PM",1,375,329.99999999999994
Rabi,2018,Weather Based Crop Insurance Scheme,West Bengal,Maldah,Mango - 10 To 40 Years,NATIONAL INSURANCE COMPANY LIMITED,100000,5,25,"12/31/2018, 1:29:59 PM",1,5000,20000
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Andhra Pradesh,Vizianagaram,Groundnut (Pea Nut) - RF,AGRICULTURE INSURANCE COMPANY,37500,2,5,"7/31/2018, 2:29:59 PM",1,750,1125
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Andhra Pradesh,Sri Potti Sriramulu Nellore,Pearl Millet (Bajra),ORIENTAL INSURANCE,25000,0.5,0.5,"7/31/2018, 2:29:59 PM",1,125,0
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Chhattisgarh,Mahasamund,Pigeon Pea (Red Gram/Arhar/Tur),IFFCO TOKIO GENERAL INSURANCE CO. LTD.,15000,2,2,"7/30/2017, 2:30:00 PM",1,300,0
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Andhra Pradesh,Vizianagaram,Sugarcane - Seasonal/suru/plant,AGRICULTURE INSURANCE COMPANY,135000,3,3,"7/31/2018, 2:29:59 PM",1,4050,0
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Gujarat,Panch Mahals,Cotton (Kapas) - IR,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,90750,3.76,3.76,"7/15/2019, 2:29:59 PM",1,3412.2,0
Kharif,2019,Weather Based Crop Insurance Scheme,Chhattisgarh,Gariyaband,Brinjal,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,70000,5,10,"7/31/2019, 2:29:59 PM",1,3500,3500
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,West Bengal,Birbhum,Paddy - Aman,ORIENTAL INSURANCE,52500,0,1.5,"7/31/2018, 2:29:59 PM",1,0,787.5
Rabi,2018,Weather Based Crop Insurance Scheme,Madhya Pradesh,Agar Malwa,Tomato,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,82030,5,13.95,"1/15/2019, 1:29:59 PM",1,4101.5,7341.684999999999
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Maharashtra,Aurangabad,Groundnut (Pea Nut),AGRICULTURE INSURANCE COMPANY,32000,2,20,"7/31/2019, 2:29:59 PM",1,640,5760
Kharif,2018,Weather Based Crop Insurance Scheme,West Bengal,Uttar Dinajpur,Pointed Gourd,SBI GENERAL INSURANCE,67500,5,9.67,"7/31/2018, 2:29:59 PM",1,3375,3152.25
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Odisha,Cuttack,Groundnut (Pea Nut),CHOLAMANDALAM MS GENERAL INSURANCE COMPANY LIMITED,40000,2,2,"7/31/2018, 2:29:59 PM",1,800,0
Kharif,2017,Weather Based Crop Insurance Scheme,West Bengal,Birbhum,Onion,NATIONAL INSURANCE COMPANY LIMITED,125000,5,6,"7/30/2017, 2:30:00 PM",1,6250,1250
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Firozabad,Potato,NEW INDIA ASSURANCE COMPANY,113398,3,3,"12/31/2017, 1:29:59 PM",1,3401.94,0
Rabi,2017,Weather Based Crop Insurance Scheme,Madhya Pradesh,Rewa,Cauliflower,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,82030,5,9.95,"1/15/2018, 1:29:59 PM",1,4101.5,4060.484999999999
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Madhya Pradesh,Gwalior,Bengal Gram (Chana),HDFC ERGO GENERAL INSURANCE CO. LTD.,27600,1.5,2,"1/16/2019, 2:59:59 AM",1,414,138
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,West Bengal,Birbhum,Potato,NATIONAL INSURANCE COMPANY LIMITED,127500,4.85,19.76,"12/31/2018, 1:29:59 PM",1,6183.75,19010.250000000004
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Madhya Pradesh,Raisen,Soybean (Bhat),AGRICULTURE INSURANCE COMPANY,13875,2,26,"8/1/2019, 1:59:59 AM",1,277.5,3330
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Maharashtra,Aurangabad,Black Gram (Urad),AGRICULTURE INSURANCE COMPANY,19000,2,20,"7/31/2019, 2:29:59 PM",1,380,3420
Rabi,2017,Weather Based Crop Insurance Scheme,Uttarakhand,Dehradun,Litchi - 11 To 30 Years,AGRICULTURE INSURANCE COMPANY,1000,5,10,"12/31/2017, 1:29:59 PM",1,50,50
Rabi,2017,Weather Based Crop Insurance Scheme,Madhya Pradesh,Dewas,Cabbage,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,82030,5,9.95,"1/15/2018, 1:29:59 PM",1,4101.5,4060.484999999999
Kharif,2018,Weather Based Crop Insurance Scheme,West Bengal,Dakshin Dinajpur,Bitter Gourd,UNITED INDIA INSURANCE CO.,67500,5,25.61,"7/31/2018, 2:29:59 PM",1,3375,13911.75
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Maharashtra,Nandurbar,Green Gram (Moong),AGRICULTURE INSURANCE COMPANY,18000,2,20,"8/3/2017, 2:30:00 PM",1,360,3240
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Andhra Pradesh,Prakasam,"Castor (Rehri, Rendi, Arandi)",AGRICULTURE INSURANCE COMPANY,32250,2,15,"7/30/2017, 2:30:00 PM",1,645,4192.5
Kharif,2018,Weather Based Crop Insurance Scheme,West Bengal,Nadia,Snake Gourd,UNITED INDIA INSURANCE CO.,179000,5,17.52,"7/31/2018, 2:29:59 PM",1,8950,22410.8
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Maharashtra,Solapur,Cotton (Kapas),ORIENTAL INSURANCE,40000,5,14.82,"8/3/2017, 2:30:00 PM",1,2000,3928
Rabi,2018,Weather Based Crop Insurance Scheme,Madhya Pradesh,Tikamgarh,Potato - II,HDFC ERGO GENERAL INSURANCE CO. LTD.,105000,5,9.25,"1/15/2019, 1:29:59 PM",1,5250,4462.5
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,West Bengal,Alipurduar,Paddy - Aus,HDFC ERGO GENERAL INSURANCE CO. LTD.,73750,0,5.18,"6/30/2018, 2:29:59 PM",1,0,3820.25
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Banda,Bengal Gram (Chana),SBI GENERAL INSURANCE,25824,1.5,25,"12/31/2018, 1:29:59 PM",1,387.36,6068.64
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Rajasthan,Barmer,Sesame (Gingelly/Til)/Sesamum,TATA AIG GENERAL INSURANCE CO. LTD.,14000,2,30,"8/3/2018, 2:29:59 PM",1,280,3920
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Maharashtra,Solapur,Pigeon Pea (Red Gram/Arhar/Tur),ORIENTAL INSURANCE,30000,2,16.69,"8/3/2017, 2:30:00 PM",1,600,4407.000000000001
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Maharashtra,Aurangabad,Soybean (Bhat),AGRICULTURE INSURANCE COMPANY,43000,2,20,"7/31/2019, 2:29:59 PM",1,860,7740
Kharif,2017,Weather Based Crop Insurance Scheme,West Bengal,Dakshin Dinajpur,Cauliflower,NATIONAL INSURANCE COMPANY LIMITED,65250,5,6,"7/30/2017, 2:30:00 PM",1,3262.5,652.5
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Assam,Chirang,Paddy - Summer,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,60100,1.5,5,"1/31/2019, 1:29:59 PM",1,901.5,2103.5
Rabi,2018,Weather Based Crop Insurance Scheme,Madhya Pradesh,Umaria,Cauliflower,HDFC ERGO GENERAL INSURANCE CO. LTD.,82030,5,7.25,"1/15/2019, 1:29:59 PM",1,4101.5,1845.675
Kharif,2017,Weather Based Crop Insurance Scheme,West Bengal,Hugli,Smooth Guard,NATIONAL INSURANCE COMPANY LIMITED,67500,5,6,"7/30/2017, 2:30:00 PM",1,3375,675
Kharif,2019,Weather Based Crop Insurance Scheme,Maharashtra,Jalna,Mosambi (sweet lime),HDFC ERGO GENERAL INSURANCE CO. LTD.,77000,5,12,"7/1/2019, 2:29:59 PM",1,3850,5390
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Chhattisgarh,Dhamtari,Maize (Makka),AGRICULTURE INSURANCE COMPANY,20000,2,9,"7/31/2019, 2:29:59 PM",1,400,1400
Rabi,2018,Weather Based Crop Insurance Scheme,West Bengal,Alipurduar,Pumpkin,NATIONAL INSURANCE COMPANY LIMITED,115500,5,25,"12/31/2018, 1:29:59 PM",1,5775,23100
